filename,annotation
hand_image_0012.jpg,"Right hand in supinated-to-neutral orientation with forearm vertically extended; digits II-V in partial flexion at metacarpophalangeal and interphalangeal joints, thumb (digit I) in opposition and partial extension, with palmar surface oriented medially and dorsal surface facing laterally. Nails display short, neutral-toned manicure; skin exhibits visible extensor tendon relief across the dorsum."
hand_image_0013.jpg,"Dextral manus in supinated orientation with palmar surface facing the viewer; digits II–V held in full extension and adduction, with digit I (pollex) slightly abducted and extended, exposing the thenar eminence and flexion creases of the palm."
hand_image_0014.jpg,"Right hand in supinated position with extended, slightly abducted digits; metacarpophalangeal and interphalangeal joints in mild flexion, thumb radially abducted, palm facing superiorly with visible thenar eminence and palmar creases."
hand_image_0015.jpg,"Right hand in supine orientation with palmar surface facing anteriorly; digits II-V in slight extension with mild abduction between digits, thumb (digit I) in neutral adduction, and wrist in approximately 160° extension relative to the forearm's longitudinal axis."
hand_image_0016.jpg,"Multiple views of a human hand (Homo sapiens, manus) displayed in varying orientations, exhibiting differential digit flexion patterns ranging from full extension with adducted digits to selective flexion of digits II–V with opposition of the pollex, and palm orientation alternating between pronated, supinated, and lateral (sagittal) positions. Distinctive morphological features include visible metacarpophalangeal and interphalangeal joints, prominent thenar and hypothenar eminences on supinated views, and a dorsally visible extensor tendon network on pronated views."
hand_image_0017.jpg,"Right hand in pronated orientation, extended from a forearm oriented diagonally from lower-right to upper-left; digits II–V in partial flexion at metacarpophalangeal and interphalangeal joints with thumb (digit I) opposed and approximated toward the index finger, palmar surface facing inferomedially."
hand_image_0018.jpg,"Right hand in supinated orientation with palm facing anteriorly-superiorly; digits II-V in partial flexion with slight abduction between them, thumb (digit I) in partial extension and abduction. Forearm extends from lower right, displaying visible flexor tendons and palmar creases, with moderate cupping of the palm."
hand_image_0019.jpg,"Right hand in pronated orientation, extended horizontally from the right side of the frame with the forearm visible; fingers adducted and extended in near-full extension with slight distal flexion, thumb partially flexed and abducted ventrally, palmar surface directed inferiorly."
hand_image_0020.jpg,"Right hand in pronated position, extended from forearm at approximately 45-degree angle; digits II-V in partial flexion with metacarpophalangeal and interphalangeal joints loosely curved, thumb (digit I) adducted and obscured beneath palm. Dorsal surface visible, displaying prominent extensor tendons and moderate knuckle definition."
hand_image_0021.jpg,"Hand extended horizontally in pronated-to-supinated transitional position with palm facing upward-medially; digits II–V in slight flexion at metacarpophalangeal and interphalangeal joints with gentle distal curvature, thumb (digit I) adducted and partially obscured beneath the palm. Wrist in neutral extension, forearm visible proximally, nails groomed with pale polish."
hand_image_0023.jpg,"Right manus presented in supine orientation with palmar surface directed superomedially; digits II-V in slight extension with mild abduction, pollex positioned in partial adduction, and carpal-metacarpal region displaying pronounced ulnar deviation at the wrist joint."
hand_image_0024.jpg,"Dorsal view of a right human hand in vertical extension, with all five digits fully extended and abducted (spread apart); metacarpophalangeal and interphalangeal joints in neutral extension, with visible extensor tendons along the dorsum and forearm in supinated-to-neutral pronation."
hand_image_0025.jpg,"Right upper limb in supination with forearm vertically extended; digits II–V in moderate flexion at metacarpophalangeal and interphalangeal joints, thumb (digit I) in slight abduction and extension, palm oriented medially. Nails display manicured oval morphology with neutral lacquer; superficial venous patterning visible along the volar forearm."
hand_image_0026.jpg,"Right hand extended horizontally in pronated-to-neutral forearm position with palm facing obliquely upward; digits II-V in slight flexion at metacarpophalangeal and interphalangeal joints with relaxed, non-uniform curvature, and thumb (digit I) adducted and partially obscured beneath the palmar surface."
hand_image_0027.jpg,"Right hand in pronated position with forearm extended horizontally; thumb and index finger approximated in partial opposition forming an incomplete circular aperture, while middle, ring, and little fingers exhibit moderate flexion at metacarpophalangeal and proximal interphalangeal joints. Palmar surface oriented medially with dorsal aspect visible, wrist in slight ulnar deviation."
hand_image_0028.jpg,"Dorsally-extended right upper limb with palmar surface oriented anteriorly; all five digits in full extension with slight abduction between adjacent fingers and moderate abduction of the pollex. Notable features include prominent palmar flexion creases, visible thenar and hypothenar eminences, and clad forearm in dark long-sleeve textile terminating at the distal wrist crease."
hand_image_0030.jpg,"Dorsal aspect of right hand in supinated forearm position, displaying moderate hyperextension at the metacarpophalangeal joints with digits II-V in partial abduction and slight interphalangeal flexion; thumb (digit I) held in adduction and extension, parallel to the plane of the palm."
hand_image_0031.jpg,"Dextral manus displayed in full supination with palmar surface facing the viewer; all five digits (pollex, index, medius, annularis, and minimus) in complete extension with moderate abduction, exhibiting interdigital spacing and visible palmar flexion creases, thenar and hypothenar eminences."
hand_image_0032.jpg,"Right hand in pronated-to-lateral orientation with forearm extending from lower right; digits II-V in partial flexion at metacarpophalangeal and interphalangeal joints, thumb (digit I) opposed toward index finger with approximation of distal pads, forming a loose pincer configuration. Palmar surface directed medially/inferiorly, with dorsal aspect visible superiorly, displaying prominent metacarpal contours and ulnar styloid process."
hand_image_0033.jpg,"Dorsal view of right hand in vertical orientation; digits II–III adducted and extended together, digits IV–V adducted and extended together, with interdigital separation between digits III and IV, and digit I (pollex) abducted laterally at approximately 90° from the palmar plane."
hand_image_0034.jpg,"Right hand in lateral orientation with ulnar side inferior; thumb abducted and extended while index, middle, ring, and little fingers are adducted together in partial flexion at the metacarpophalangeal and interphalangeal joints, forming a C-shaped aperture between thumb and flexed digits. Palm faces the viewer's left (medially), with visible dorsal wrist extension and manicured nails bearing French-style tips."
hand_image_0035.jpg,"Right manus extended horizontally from the right side of the frame, displayed in dorsal view with fingers in full extension and abduction; digits II–V splayed with interdigital spacing, pollex (thumb) positioned inferiorly and partially adducted, with visible metacarpophalangeal prominences and distal radial/ulnar styloid region."
hand_image_0036.jpg,"Right manus presented in supination with palm-forward orientation; digits II–V maintained in full extension and adduction, while pollex (digit I) is abducted laterally at approximately 45° from the palmar plane, exhibiting slight flexion at the metacarpophalangeal joint."
hand_image_0037.jpg,"Right hand in lateral orientation with forearm extended horizontally; thumb and index finger in partial flexion with opposing tips separated by approximately 3-4 cm, while the third, fourth, and fifth digits exhibit full flexion against the palm. Palmar surface faces medially with the radial aspect oriented superiorly."
hand_image_0038.jpg,"Two superimposed hands in dorsal view, oriented vertically with digits directed cephalad; the posterior hand displays full digital extension with abduction, while the anterior hand exhibits metacarpophalangeal flexion with interphalangeal extension, its digits interdigitating between those of the posterior hand."
hand_image_0039.jpg,"Dorsiflexed right hand in supinated orientation (palm facing viewer), with all five digits extended and abducted; digits II–V display slight proximal interphalangeal flexion, while the pollex is fully extended and radially abducted, exposing the thenar eminence and distinct palmar flexion creases."
hand_image_0040.jpg,"Right hand presented in supinated position with palm facing viewer, displayed in vertical orientation with digits directed superiorly. All five digits are fully extended with slight abduction between fingers II-V and pronounced radial abduction of the pollex (thumb), revealing visible palmar flexion creases and thenar eminence."
hand_image_0041.jpg,"Dorsal view of a right hand in vertical orientation with wrist extended; four digits (II-V) in full extension and adduction, with the thumb (digit I) adducted and flexed across the palmar surface, obscured from view. Visible features include short, unpainted nails, prominent dorsal metacarpal veins, and lightly pigmented skin with scattered nevi on the forearm."
hand_image_0042.jpg,"Right hand in supinated position with palm facing anteriorly, displaying full extension and abduction of all five digits (pollex, index, medius, annularis, and minimus). Wrist in neutral dorsiflexion with forearm visible distally; digits exhibit radial divergence with interdigital spaces evident between each phalanx."
hand_image_0043.jpg,"Right hand in lateral orientation with palm facing medially; thumb and index finger in partial flexion with distal pads approximated, forming an open oval aperture, while the middle, ring, and little fingers are fully flexed against the palm. Wrist extended in neutral position with forearm visible in pronated state."
hand_image_0044.jpg,"Dorsal view of a right human hand in full extension, with all five digits abducted and radially splayed; metacarpophalangeal and interphalangeal joints in neutral extension, thumb abducted laterally in the plane of the palm. Distinctive features include manicured nails with pale polish, visible dorsal venous network, and prominent metacarpal and interphalangeal joint contours."
hand_image_0045.jpg,"Right hand in vertical orientation with forearm extended superiorly; palm oriented laterally (sagittal plane), with thumb and digits II-V in partial flexion at the metacarpophalangeal and interphalangeal joints, thumb opposed toward index finger with approximately 2-3 cm interdigital spacing. Slender morphology with visible extensor tendons and superficial venous patterning on the dorsal forearm."
hand_image_0047.jpg,"Right manus extended horizontally with palmar surface oriented medially-superiorly; digits II–V in slight flexion at metacarpophalangeal and interphalangeal joints with mild abduction, pollex (digit I) adducted and partially flexed. Distal phalanges bear coral-pigmented ungual lacquer; superficial venous patterning visible on the volar carpal region."
hand_image_0048.jpg,"Left upper limb extended vertically with forearm in supination; hand held in partial dorsiflexion at the wrist, palm oriented anteriorly-laterally, with digits II–V in slight flexion at metacarpophalangeal and interphalangeal joints, and pollex (digit I) abducted and partially obscured behind the palm. Notable features include elongated digits, visible palmar creases, prominent thenar eminence, and superficial venous patterning along the volar forearm."
hand_image_0049.jpg,"Right hand in horizontal orientation with palm oriented medially (facing viewer's left); thumb fully extended and abducted superiorly, index finger extended horizontally, while middle, ring, and little fingers are held together in partial flexion at the metacarpophalangeal joints with extension at interphalangeal joints. Dorsal surface visible, displaying prominent extensor tendons and superficial venous patterning across the dorsum."
hand_image_0050.jpg,"Dorsal view of a raised right upper limb in supinated forearm position, with digits II–V of the opposing hand interdigitated between the fingers in partial flexion; thumb (digit I) abducted laterally, with visible extensor tendons, metacarpophalangeal prominences, and well-defined distal phalangeal nail plates."
hand_image_0051.jpg,"Dorsal view of a right hand in near-full extension, with digits II–V adducted and slightly flexed at the metacarpophalangeal joints, and the thumb (digit I) abducted laterally; forearm pronated, with visible dorsal metacarpal venous network and painted nails on all five digits."
hand_image_0052.jpg,"Dorsally-oriented right upper limb in full extension with supinated forearm; digits II–V in partial flexion at metacarpophalangeal and interphalangeal joints with slight abduction, thumb (digit I) extended and abducted, palmar surface facing laterally-medially."
hand_image_0053.jpg,"Dorsal view of a right hand in supinated forearm position, raised vertically with the wrist extended; digits II–V exhibit partial flexion at the metacarpophalangeal and interphalangeal joints while the pollex (thumb) is adducted and partially extended, producing a cupped configuration with visible extensor tendons and fine vellus hair across the dorsum."
hand_image_0054.jpg,"Right upper limb extended horizontally with forearm pronated; wrist in slight palmar flexion with hand pendant, palm oriented medioventrally. Digits II–V in partial flexion with relaxed, graduated curvature, thumb (digit I) adducted and partially flexed alongside the palm."
hand_image_0055.jpg,"Right hand in extended position, presented in dorsal view with palm facing away from observer; all five digits in full extension and abduction, displaying interdigital spacing, with the thumb laterally abducted. Forearm extends from the right, with visible dorsal venous network and prominent metacarpophalangeal joints."
hand_image_0056.jpg,"Right hand presented in supinated position with palm facing the viewer, displaying full extension and abduction of all five digits (thumb, index, middle, ring, and little fingers) with interdigital spaces visible. Wrist is in neutral alignment with forearm vertically oriented, emerging from a gray garment sleeve; thenar eminence and palmar creases are clearly visible."
hand_image_0057.jpg,"Dorsiflexed hand in supinated orientation with palm facing viewer; all five digits fully extended and abducted radially, displaying maximal interdigital spacing with visible thenar and hypothenar eminences. Forearm emerges vertically from a magenta knitted textile cuff, with the wrist in neutral extension."
hand_image_0058.jpg,"Multiple adult human hands displayed against white background in various configurations: fingers in full extension with abduction (splayed), fingers in extension with adduction (closed), selective digit extension with remaining digits in flexion (isolated index finger extension with others flexed into palm), and thumb-index opposition in C-shape configuration. Orientations include dorsal and palmar aspects visible, with forearms entering frame from lateral and inferior margins in pronated and semi-pronated positions."
hand_image_0059.jpg,"Dorsal view of a right hand in full digital flexion, with metacarpophalangeal and interphalangeal joints of digits II–V flexed toward the palm and the thumb (digit I) adducted across the proximal phalanges. Wrist held in neutral extension with forearm oriented vertically; palmar surface faces the viewer's inferior-medial aspect."
hand_image_0060.jpg,"Two superimposed hands in lateral orientation, displayed in right profile view; digits II-V held in full extension and adduction, with the dorsal surface of the lower hand supporting the palmar surface of the upper hand. Thumbs (digit I) are positioned in adduction against the radial aspect of the palms, with visible metacarpophalangeal and interphalangeal joint articulations."
hand_image_0061.jpg,"Left upper limb extended horizontally with wrist in moderate palmar flexion; digits II–V in partial flexion at metacarpophalangeal and interphalangeal joints with slight abduction between digits, thumb (digit I) adducted and partially obscured, palmar surface oriented inferomedially. Dorsal aspect of hand visible, demonstrating relaxed intrinsic musculature and natural cascade alignment of phalanges."
hand_image_0062.jpg,"Right upper limb extended diagonally with forearm in supination transitioning to neutral; hand elevated above wrist level with palm oriented medially, digits II–V in partial flexion at metacarpophalangeal and interphalangeal joints, thumb (digit I) abducted and extended, exhibiting a loosely cupped configuration."
hand_image_0063.jpg,"Right hand in vertical elevation with palm oriented anteriorly (supinated-facing viewer); digits II–V adducted and fully extended in parallel alignment, with thumb (digit I) adducted across the palm in flexion. Wrist held in neutral extension, emerging from a blue-grey sleeve."
hand_image_0064.jpg,"Right manus in extended position with digits II–V adducted and fully extended, pollex (digit I) abducted and extended laterally; palmar surface oriented obliquely toward viewer, forearm entering from the dextral side in pronated-to-neutral orientation, with visible painted unguals."
hand_image_0065.jpg,"Dorsally extended upper limb with palm oriented anteriorly (supinated); digits I–V in full extension with slight abduction between adjacent fingers, thumb (digit I) radially abducted. Forearm in vertical alignment with elbow in near-full extension, emerging from a black sleeve at the distal humerus."
hand_image_0066.jpg,"Right hand in supinated orientation with palm facing the viewer, displayed in vertical (distal-upward) alignment; all five digits fully extended and abducted, with the thumb maximally radially abducted from the palmar plane. Visible morphological features include prominent palmar flexion creases, superficial venous patterning on the wrist, and unpainted nails."
hand_image_0067.jpg,"Right manus in supinated orientation with full digital extension and abduction; all five digits (pollex through digitus minimus) radially splayed, displaying the palmar surface with visible flexion creases and thenar/hypothenar eminences."
hand_image_0068.jpg,"Two upraised forearms in supinated position with palms facing anteriorly; digits in partial flexion with interphalangeal joints slightly bent and thumbs abducted, displaying elongated metacarpals and slender phalanges with visible superficial venous patterning along the volar wrist."
hand_image_0069.jpg,"Right hand in vertical orientation with palmar surface facing the viewer; all four digits (II-V) flexed at the proximal and distal interphalangeal joints with fingertips touching or near the metacarpophalangeal joints, while the thumb (I) is adducted across the palm, concealed behind the flexed fingers. Wrist extended with forearm visible in pronated position."
hand_image_0070.jpg,"Dorsiflexed wrist with supinated forearm; palm oriented medio-anteriorly with digits II-V in partial flexion at metacarpophalangeal and interphalangeal joints, pollex abducted and extended, forming a C-shaped concavity between thumb and index finger."
hand_image_0071.jpg,"Right upper limb extended horizontally with forearm pronated transitioning to supinated hand; palm oriented superiorly (supine), digits II–V in slight flexion at metacarpophalangeal and interphalangeal joints with mild abduction, thumb (digit I) adducted and partially obscured beneath the palm. Wrist in neutral to slight ulnar deviation; nails unpainted, skin smooth with visible extensor tendons and styloid process of the ulna prominent at the dorsal wrist."
hand_image_0072.jpg,"Six right hands displayed in extended/abducted positions with varying degrees of interdigital separation; palms oriented anteriorly or in oblique pronation, with fingers exhibiting full metacarpophalangeal and interphalangeal extension, and thumbs in radial abduction. Forearms show moderate pilosity with visible extensor tendon prominence at the dorsal wrist region."
hand_image_0073.jpg,"Two upraised forearms in supination and pronation respectively; the upper hand displays extended digits with slight interphalangeal flexion and palm oriented anteromedially, while the lower hand exhibits moderate metacarpophalangeal and interphalangeal flexion with digits partially curled and palm oriented inferiorly. Both limbs demonstrate elongated, gracile morphology with visible extensor tendons, prominent ulnar styloid processes, and dorsal venous networks."
hand_image_0074.jpg,"Dorsal aspect of right hand presented in vertical orientation with forearm pronated; digits II, III, and IV in full extension and adduction, while digit V and pollex are flexed toward the palm with the thumb adducted across the metacarpophalangeal joint of digit V."
hand_image_0075.jpg,"Dorsal view of a right hand in vertical orientation with wrist extended; four digits (II–V) in full extension and adduction, with thumb (digit I) not visible, likely flexed and adducted against the palmar surface. Distal phalanges exhibit short, unpainted nails; forearm is covered by a black ribbed sleeve terminating at the distal wrist crease."
hand_image_0076.jpg,"Right hand in partial supination with dorsal surface facing viewer; index and middle fingers extended and adducted, while thumb, ring, and little fingers are flexed into the palm with thumb adducted against the flexed digits. Forearm oriented vertically with visible pilosity on the dorsal and ulnar aspects."
hand_image_0077.jpg,"Right hand in supine orientation with palm facing the viewer, displaying full abduction of all five digits with thumb in maximal radial extension. Digits II–V exhibit partial flexion at the metacarpophalangeal and interphalangeal joints, with painted nails and visible volar creases on the palmar surface."
hand_image_0078.jpg,"Two hands presented in elevated position with wrists extended; the posterior hand displays full digital extension with palm oriented anteriorly (supinated), while the anterior hand exhibits slight digital flexion with dorsal surface visible (pronated), fingers adducted. Both hands demonstrate slender morphology with visible extensor tendons, prominent metacarpophalangeal joints, and moderate distal tapering of phalanges."
hand_image_0079.jpg,"Right hand in horizontal extension, palmar surface oriented anteriorly; thumb abducted superiorly, index and middle fingers adducted together in full extension, ring and little fingers adducted together in full extension with interdigital separation between the third and fourth digits. Distal phalanges bear red-pigmented nail lacquer; superficial venous pattern visible on the volar wrist."
hand_image_0080.jpg,"Dorsal aspect of a left hand presented in supinated forearm position with ulnar deviation at the wrist; digits II–V held in partial extension with slight abduction and mild interphalangeal flexion, while the pollex is adducted and flexed against the palmar surface, exhibiting elongated metacarpals and slender phalanges with visible extensor tendons."
hand_image_0081.jpg,"Two hands presented in mid-air against a dark background: the upper hand displays pronation with metacarpophalangeal flexion and interphalangeal extension, fingers loosely adducted and directed inferiorly; the lower hand exhibits supination with slight digital extension and abduction, palmar surface oriented superomedially, with fingertips approaching those of the opposing hand without direct contact."
hand_image_0082.jpg,"This image does not depict a hand. It shows a human lower limb in vertical extension, with the foot pointed (plantarflexed) and wearing a nude-colored ballet-style slipper or foot covering with thin elastic straps crossing the dorsal surface. The leg is oriented distally upward, displaying the anterior tibial region and pointed toes against a white background."
hand_image_0083.jpg,"Right hand extended horizontally with forearm pronated; four fingers (digits II–V) partially flexed at metacarpophalangeal and proximal interphalangeal joints, with thumb (digit I) adducted and flexed across the palm. Palmar surface oriented medially/superiorly, exposing the ulnar aspect and ventral forearm."
hand_image_0084.jpg,"Hand in vertical orientation with palmar surface facing the viewer; index, middle, and ring fingers fully extended and adducted, while the thumb opposes the distal phalanx of the flexed little finger, forming a closed ring between them."
hand_image_0085.jpg,"Two hands extended vertically with forearms pronated, displaying dorsal (posterior) aspect toward viewer; digits II–V in slight extension with mild abduction, thumbs (digit I) adducted and partially obscured, metacarpophalangeal and interphalangeal joints in near-neutral alignment. Distinctive features include elongated digits, visible dorsal metacarpal tendons, prominent ulnar styloid processes, and manicured nails with pale polish."
hand_image_0086.jpg,"Hand oriented vertically with palmar surface facing the viewer; digits II–V flexed at the metacarpophalangeal and proximal interphalangeal joints with distal phalanges curled toward the palm, while the thumb (digit I) is adducted and flexed across the palmar aspect. Wrist in neutral extension, revealing prominent flexor tendons and transverse palmar creases."
hand_image_0087.jpg,"Two hands in horizontal orientation with opposing approaches: upper hand pronated with digits II–V in partial flexion and slight abduction, thumb adducted; lower hand supinated with digits in moderate extension and abduction, displaying a cupped palmar surface with visible thenar and hypothenar eminences."
hand_image_0088.jpg,"Two elongated upper limbs extended vertically with forearms pronated; digits exhibit slight flexion at metacarpophalangeal and interphalangeal joints, with thumbs abducted. Palmar surfaces oriented medially and anteriorly, displaying slender phalanges, prominent extensor tendons, and visible thenar eminences."
hand_image_0089.jpg,"Right hand in supinated position with palm facing anteriorly toward viewer; all five digits fully extended and abducted, displaying interdigital spacing. Wrist in neutral extension with forearm visible proximally; prominent palmar creases and thenar/hypothenar eminences observable."
hand_image_0090.jpg,"Right upper extremity extended superiorly, forearm in supination transitioning to pronation at the wrist; digits II-V in slight flexion with interdigital abduction, pollex (digit I) abducted and extended, dorsal aspect of manus oriented toward viewer, revealing prominent dorsal metacarpal venous network and extensor tendon definition."
hand_image_0091.jpg,"Right upper limb in elevated extension with forearm pronated; wrist in slight ulnar deviation and extension, with digits II–V in partial flexion at the metacarpophalangeal and interphalangeal joints, thumb (digit I) abducted and extended. Palmar surface oriented anterolaterally; skin of distal forearm and hand coated in a white pigmented substance with gradient transition at the proximal forearm."
hand_image_0092.jpg,"Right hand in supinated orientation with palm facing viewer; all five digits in full extension and moderate abduction, with thumb radially abducted. Forearm visible to mid-distal region, entering frame from lower right at approximately 45° angle."
hand_image_0093.jpg,"Two raised upper limbs in supination, with forearms extended vertically and hands elevated above wrist level; digits display partial flexion at the metacarpophalangeal and interphalangeal joints, with the left hand showing greater extension and palmar surface oriented laterally, while the right hand exhibits increased flexion with palm oriented medially and thumb in partial opposition."
hand_image_0094.jpg,"Two right hands extended horizontally from the right side of the frame, held parallel with approximately 5-7 cm of vertical separation; digits II–V in full extension and adduction, with thumbs (digit I) adducted against the radial palmar surface. Upper hand displays pronated palm (volar surface inferior), lower hand displays supinated palm (volar surface superior), exhibiting slender dorsal tendons, prominent ulnar styloid processes, and unadorned glabrous skin."
hand_image_0095.jpg,"Right hand in pronated position, extended horizontally from the right side of the frame; digits II–V held in full extension and adduction with slight palmar flexion at the metacarpophalangeal joints, while the pollex (digit I) is flexed and abducted perpendicular to the palmar plane. Palmar surface oriented inferiorly, dorsal surface superiorly, with visible extensor tendons along the metacarpal region."
hand_image_0096.jpg,"Two hands in vertical orientation with forearms extended upward; the anterior (lighter-pigmented) hand displays semi-flexed digits with the palmar surface oriented medially, while the posterior (darker-pigmented) hand shows extended digits with dorsal surface presented anteriorly, the two hands intersecting at the level of the metacarpophalangeal joints in a crossed configuration."
hand_image_0098.jpg,"Two hands presented in pronated orientation with wrists in moderate palmar flexion; digits display varying degrees of interphalangeal flexion with metacarpophalangeal joints in slight extension, fingers loosely abducted and relaxed. Distal phalanges exhibit gentle curvature, thumbs in neutral opposition, with elongated, slender digital morphology and prominent extensor tendon visibility on the dorsal surfaces."
hand_image_0099.jpg,"**Left specimen:** Dorsal aspect of right manus displayed; digits II–V in full extension and adduction, pollex abducted laterally, palm oriented away from viewer.

**Right specimen:** Dorsal aspect of right manus displayed; digits II and III in full extension with interdigital abduction, digits IV and V in complete flexion against the palm, pollex adducted and flexed over the flexed digits."
hand_image_0100.jpg,"Right hand in vertical orientation with extended wrist; digits II–V in partial flexion at the metacarpophalangeal and interphalangeal joints, with digit I (thumb) adducted and slightly flexed, palmar surface oriented laterally. Dorsal aspect visible, displaying elongated digits, prominent extensor tendons, and slender carpal region."
hand_image_0101.jpg,"Two upper limbs extended vertically in supination-to-neutral orientation; digits partially flexed at metacarpophalangeal and interphalangeal joints with thumbs in abduction, palms oriented medially toward one another. Cutaneous surfaces exhibit patchy depigmentation (leukoderma) with irregular margins along the dorsal forearms and hands, and distal phalanges bear red-pigmented nail lacquer."
hand_image_0102.jpg,"Two hands displayed against a dark background: upper hand in pronated position with fingers loosely flexed at interphalangeal joints and slightly adducted, extending from a horizontally-oriented forearm; lower hand in supinated position with fingers extended and abducted, palm facing upward, extending from a forearm angled diagonally upward."
hand_image_0103.jpg,"Right upper limb in vertical extension with elbow flexed approximately 90°; manus oriented superiorly with palmar surface facing the viewer, all five digits in full extension and adduction, thumb abducted laterally from the palmar plane. Visible flexion creases and thenar eminence prominent, with forearm demonstrating supination."
hand_image_0104.jpg,"Right hand in vertical orientation with palmar surface facing sinistrally; index finger in full extension while middle, ring, and little fingers exhibit metacarpophalangeal and interphalangeal flexion, with thumb adducted and flexed against the flexed digits. Wrist in neutral position with visible extensor tendons and dorsal venous network on the dorsum."
hand_image_0105.jpg,"Two hands extended superiorly with forearms pronated; the upper hand displays palmar surface anteriorly with digits II–V in full extension and slight abduction, thumb in neutral opposition, while the lower hand grasps the upper forearm with thumb abducted and digits II–V partially flexed around the wrist. Both limbs exhibit elongated, slender morphology with visible extensor tendons and moderately prominent ulnar styloid processes."
hand_image_0106.jpg,"Two upraised upper limbs in vertical extension; the distal (upper) hand displays full digital extension with abduction of all five digits, palm oriented ventrally (toward viewer), while the proximal hand exhibits digital flexion forming a closed fist with the thumb adducted across the dorsum of the opposing wrist, encircling it in a grasping configuration."
hand_image_0107.jpg,"Two human hands displayed in opposing orientations against a dark brown background: the upper hand extends from the left with the palm pronated and directed inferiorly, fingers in partial flexion at the metacarpophalangeal and interphalangeal joints; the lower hand extends from the right with the palm supinated and directed superiorly, fingers in loose partial flexion with the thumb in slight abduction."
hand_image_0108.jpg,"Right hand extended horizontally in supine orientation with palm facing upward; digits II–V in slight flexion with mild adduction, thumb (digit I) in partial abduction and extension, wrist in neutral alignment with forearm. Visible superficial venous network on the dorsal forearm and thenar eminence prominence noted."
hand_image_0109.jpg,"Two human hands positioned in opposing orientation against a white background: the upper right hand displays pronation with metacarpophalangeal joints in slight flexion and interphalangeal joints partially flexed, digits II-V loosely curved with palmar surface directed inferiorly; the lower left hand exhibits semi-supination with digit II (index finger) in full extension while digits III-V demonstrate progressive flexion, thumb abducted, and palmar surface oriented medially."
hand_image_0110.jpg,"Two right hands extended from the right side of frame, positioned horizontally with one above the other; both exhibit digits in slight extension with metacarpophalangeal joints neutral, upper hand pronated (palmar surface inferior) and lower hand supinated (palmar surface superior), with approximately 10-15 cm of interpalmar space. Thumbs are adducted and aligned with the plane of the palm, wrists in neutral position without ulnar or radial deviation."
hand_image_0111.jpg,"Three manus specimens displayed against a neutral tan substrate: two upper hands in pronated orientation with palmar surfaces directed inferiorly, digits in partial flexion with slight interdigital spacing; one inferior hand in supinated-lateral orientation extending superiorly from a vertical antebrachium, exhibiting moderate metacarpophalangeal and interphalangeal flexion with pollex abducted."
hand_image_0112.jpg,"Right hand in horizontal extension, pronated at the forearm with palm oriented superiorly (supinated at the wrist); digits II–V in slight flexion with mild adduction, thumb (digit I) in neutral abduction, forming a shallow concave palmar surface."
